
================================================================================
Idx  | Range                     | Count      | Model Type      | Stats
381  | [974598, 977155]          | 152964     | Uniform         | 
382  | [977156, 979713]          | 153340     | Uniform         | 
383  | [979714, 982271]          | 154060     | Uniform         | 
384  | [982272, 984829]          | 154190     | Uniform         | 
385  | [984830, 987387]          | 153663     | Uniform         | 
386  | [987388, 989945]          | 153493     | Uniform         | 
387  | [989946, 992503]          | 154111     | Uniform         | 
388  | [992504, 995061]          | 153288     | Uniform         | 
389  | [995062, 997619]          | 153722     | Uniform         | 
390  | [997620, 1000000]         | 142595     | Uniform         | 
================================================================================
